Pickup Punkte;Tour;Aufnahmedatum der Tour;geo_point_2d
"{""coordinates"": [9.37838997712075, 47.4424304033774], ""type"": ""Point""}";Tour 202;2016-03-15;47.4424304033774, 9.37838997712075
"{""coordinates"": [9.37819685806016, 47.4423284794288], ""type"": ""Point""}";Tour 202;2016-03-15;47.4423284794288, 9.37819685806016
"{""coordinates"": [9.37703680259207, 47.4420964683352], ""type"": ""Point""}";Tour 202;2016-03-15;47.4420964683352, 9.37703680259207
"{""coordinates"": [9.37671627859569, 47.4420763517664], ""type"": ""Point""}";Tour 202;2016-03-15;47.4420763517664, 9.37671627859569
"{""coordinates"": [9.37651779511677, 47.442054894093], ""type"": ""Point""}";Tour 202;2016-03-15;47.442054894093, 9.37651779511677
"{""coordinates"": [9.37631931163784, 47.4421286548453], ""type"": ""Point""}";Tour 202;2016-03-15;47.4421286548453, 9.37631931163784
"{""coordinates"": [9.37623884536259, 47.4422305787939], ""type"": ""Point""}";Tour 202;2016-03-15;47.4422305787939, 9.37623884536259
"{""coordinates"": [9.3763555214617, 47.4420106376416], ""type"": ""Point""}";Tour 202;2016-03-15;47.4420106376416, 9.3763555214617
"{""coordinates"": [9.37609400606715, 47.4419690633994], ""type"": ""Point""}";Tour 202;2016-03-15;47.4419690633994, 9.37609400606715
"{""coordinates"": [9.37434654678981, 47.4404576385294], ""type"": ""Point""}";Tour 202;2016-03-15;47.4404576385294, 9.37434654678981
"{""coordinates"": [9.37427010382831, 47.4401532077881], ""type"": ""Point""}";Tour 202;2016-03-15;47.4401532077881, 9.37427010382831
"{""coordinates"": [9.37734793885636, 47.4356122276552], ""type"": ""Point""}";Tour 202;2016-03-15;47.4356122276552, 9.37734793885636
"{""coordinates"": [9.37659021476449, 47.4344266911999], ""type"": ""Point""}";Tour 202;2016-03-15;47.4344266911999, 9.37659021476449
"{""coordinates"": [9.36523240001395, 47.4221609486438], ""type"": ""Point""}";Tour 203;2016-03-08;47.4221609486438, 9.36523240001395
"{""coordinates"": [9.36571385656083, 47.422494883686], ""type"": ""Point""}";Tour 203;2016-03-08;47.422494883686, 9.36571385656083
"{""coordinates"": [9.36674114267475, 47.4229602469778], ""type"": ""Point""}";Tour 203;2016-03-08;47.4229602469778, 9.36674114267475
"{""coordinates"": [9.37126871176176, 47.4252092793708], ""type"": ""Point""}";Tour 203;2016-03-08;47.4252092793708, 9.37126871176176
"{""coordinates"": [9.36789985703825, 47.4232740654513], ""type"": ""Point""}";Tour 203;2016-03-08;47.4232740654513, 9.36789985703825
"{""coordinates"": [9.36781536744925, 47.4242544129046], ""type"": ""Point""}";Tour 203;2016-03-08;47.4242544129046, 9.36781536744925
"{""coordinates"": [9.36621408857192, 47.4238949968752], ""type"": ""Point""}";Tour 203;2016-03-08;47.4238949968752, 9.36621408857192
"{""coordinates"": [9.36694096725827, 47.4238775625156], ""type"": ""Point""}";Tour 203;2016-03-08;47.4238775625156, 9.36694096725827
"{""coordinates"": [9.36575274859385, 47.423323686321], ""type"": ""Point""}";Tour 203;2016-03-08;47.423323686321, 9.36575274859385
"{""coordinates"": [9.36555560621952, 47.4231077684824], ""type"": ""Point""}";Tour 203;2016-03-08;47.4231077684824, 9.36555560621952
"{""coordinates"": [9.36706837219407, 47.4234832777669], ""type"": ""Point""}";Tour 203;2016-03-08;47.4234832777669, 9.36706837219407
"{""coordinates"": [9.36991017281474, 47.425985778927], ""type"": ""Point""}";Tour 203;2016-03-08;47.425985778927, 9.36991017281474
"{""coordinates"": [9.37177833150497, 47.4271646098593], ""type"": ""Point""}";Tour 203;2016-03-08;47.4271646098593, 9.37177833150497
"{""coordinates"": [9.37334474166303, 47.4280832665016], ""type"": ""Point""}";Tour 203;2016-03-08;47.4280832665016, 9.37334474166303
"{""coordinates"": [9.37282707529229, 47.4285097377604], ""type"": ""Point""}";Tour 203;2016-03-08;47.4285097377604, 9.37282707529229
"{""coordinates"": [9.37348153433095, 47.4291615145899], ""type"": ""Point""}";Tour 203;2016-03-08;47.4291615145899, 9.37348153433095
"{""coordinates"": [9.37407832587232, 47.4295236128285], ""type"": ""Point""}";Tour 203;2016-03-08;47.4295236128285, 9.37407832587232
"{""coordinates"": [9.37274392680789, 47.4267837361564], ""type"": ""Point""}";Tour 203;2016-03-08;47.4267837361564, 9.37274392680789
"{""coordinates"": [9.36626639165081, 47.4245789602148], ""type"": ""Point""}";Tour 203;2016-03-08;47.4245789602148, 9.36626639165081
"{""coordinates"": [9.36559449825253, 47.4244233920826], ""type"": ""Point""}";Tour 203;2016-03-08;47.4244233920826, 9.36559449825253
"{""coordinates"": [9.36431776668536, 47.4245481148093], ""type"": ""Point""}";Tour 203;2016-03-08;47.4245481148093, 9.36431776668536
"{""coordinates"": [9.36105083591048, 47.4229817046512], ""type"": ""Point""}";Tour 203;2016-03-08;47.4229817046512, 9.36105083591048
"{""coordinates"": [9.36218675149601, 47.4230487598806], ""type"": ""Point""}";Tour 203;2016-03-08;47.4230487598806, 9.36218675149601
"{""coordinates"": [9.36010267496721, 47.4230004801154], ""type"": ""Point""}";Tour 203;2016-03-08;47.4230004801154, 9.36010267496721
"{""coordinates"": [9.35849200835776, 47.4234953477082], ""type"": ""Point""}";Tour 203;2016-03-08;47.4234953477082, 9.35849200835776
"{""coordinates"": [9.35885544770093, 47.4244582608019], ""type"": ""Point""}";Tour 203;2016-03-08;47.4244582608019, 9.35885544770093
"{""coordinates"": [9.36040442349938, 47.425832893004], ""type"": ""Point""}";Tour 203;2016-03-08;47.425832893004, 9.36040442349938
"{""coordinates"": [9.36092611318387, 47.4262231544389], ""type"": ""Point""}";Tour 203;2016-03-08;47.4262231544389, 9.36092611318387
"{""coordinates"": [9.36531957181214, 47.4246540620717], ""type"": ""Point""}";Tour 203;2016-03-08;47.4246540620717, 9.36531957181214
"{""coordinates"": [9.36681624453163, 47.4253380254112], ""type"": ""Point""}";Tour 203;2016-03-08;47.4253380254112, 9.36681624453163
"{""coordinates"": [9.36877962164758, 47.4261413470591], ""type"": ""Point""}";Tour 203;2016-03-08;47.4261413470591, 9.36877962164758
"{""coordinates"": [9.36898078733569, 47.4262674108903], ""type"": ""Point""}";Tour 203;2016-03-08;47.4262674108903, 9.36898078733569
"{""coordinates"": [9.3689995627999, 47.42631703176], ""type"": ""Point""}";Tour 203;2016-03-08;47.42631703176, 9.3689995627999
"{""coordinates"": [9.36967145619818, 47.4267663017968], ""type"": ""Point""}";Tour 203;2016-03-08;47.4267663017968, 9.36967145619818
"{""coordinates"": [9.37179710696918, 47.4279719548209], ""type"": ""Point""}";Tour 203;2016-03-08;47.4279719548209, 9.37179710696918
"{""coordinates"": [9.3725172801326, 47.4284413414265], ""type"": ""Point""}";Tour 203;2016-03-08;47.4284413414265, 9.3725172801326
"{""coordinates"": [9.37346678218049, 47.4303121823258], ""type"": ""Point""}";Tour 203;2016-03-08;47.4303121823258, 9.37346678218049
"{""coordinates"": [9.3723268432812, 47.429616149045], ""type"": ""Point""}";Tour 203;2016-03-08;47.429616149045, 9.3723268432812
"{""coordinates"": [9.37082614724793, 47.4285486297935], ""type"": ""Point""}";Tour 203;2016-03-08;47.4285486297935, 9.37082614724793
"{""coordinates"": [9.37052842202951, 47.428319300909], ""type"": ""Point""}";Tour 203;2016-03-08;47.428319300909, 9.37052842202951
"{""coordinates"": [9.36999466240374, 47.4277386026227], ""type"": ""Point""}";Tour 203;2016-03-08;47.4277386026227, 9.36999466240374
"{""coordinates"": [9.36889495664209, 47.4273537056061], ""type"": ""Point""}";Tour 203;2016-03-08;47.4273537056061, 9.36889495664209
"{""coordinates"": [9.36158057222249, 47.4244636252203], ""type"": ""Point""}";Tour 203;2016-03-08;47.4244636252203, 9.36158057222249
"{""coordinates"": [9.36170663605373, 47.4251516118736], ""type"": ""Point""}";Tour 203;2016-03-08;47.4251516118736, 9.36170663605373
"{""coordinates"": [9.3660652259627, 47.4275924222226], ""type"": ""Point""}";Tour 203;2016-03-08;47.4275924222226, 9.3660652259627
"{""coordinates"": [9.36545100006168, 47.427237029507], ""type"": ""Point""}";Tour 203;2016-03-08;47.427237029507, 9.36545100006168
"{""coordinates"": [9.36459135202116, 47.4275924222226], ""type"": ""Point""}";Tour 203;2016-03-08;47.4275924222226, 9.36459135202116
"{""coordinates"": [9.36342861434392, 47.4278499143034], ""type"": ""Point""}";Tour 203;2016-03-08;47.4278499143034, 9.36342861434392
"{""coordinates"": [9.35918804163862, 47.4257296279508], ""type"": ""Point""}";Tour 203;2016-03-08;47.4257296279508, 9.35918804163862
"{""coordinates"": [9.35947101470654, 47.425933475848], ""type"": ""Point""}";Tour 203;2016-03-08;47.425933475848, 9.35947101470654
"{""coordinates"": [9.36040576460397, 47.4264001802445], ""type"": ""Point""}";Tour 203;2016-03-08;47.4264001802445, 9.36040576460397
"{""coordinates"": [9.36081211929394, 47.4267528907509], ""type"": ""Point""}";Tour 203;2016-03-08;47.4267528907509, 9.36081211929394
"{""coordinates"": [9.36011474490849, 47.4277117805309], ""type"": ""Point""}";Tour 203;2016-03-08;47.4277117805309, 9.36011474490849
"{""coordinates"": [9.35880046241286, 47.4265503839582], ""type"": ""Point""}";Tour 203;2016-03-08;47.4265503839582, 9.35880046241286
"{""coordinates"": [9.35702752214834, 47.4221207155061], ""type"": ""Point""}";Tour 203;2016-03-08;47.4221207155061, 9.35702752214834
"{""coordinates"": [9.35762833700349, 47.4215480638473], ""type"": ""Point""}";Tour 203;2016-03-08;47.4215480638473, 9.35762833700349
"{""coordinates"": [9.34655349532088, 47.4138675578754], ""type"": ""Point""}";Tour 301;2016-03-02;47.4138675578754, 9.34655349532088
"{""coordinates"": [9.34747081085865, 47.4137978204368], ""type"": ""Point""}";Tour 301;2016-03-02;47.4137978204368, 9.34747081085865
"{""coordinates"": [9.34595670377951, 47.4121361918531], ""type"": ""Point""}";Tour 301;2016-03-02;47.4121361918531, 9.34595670377951
"{""coordinates"": [9.35322683174769, 47.4134048767927], ""type"": ""Point""}";Tour 301;2016-03-02;47.4134048767927, 9.35322683174769
"{""coordinates"": [9.35545977088569, 47.4134826608588], ""type"": ""Point""}";Tour 301;2016-03-02;47.4134826608588, 9.35545977088569
"{""coordinates"": [9.35477580754613, 47.4130481429725], ""type"": ""Point""}";Tour 301;2016-03-02;47.4130481429725, 9.35477580754613
"{""coordinates"": [9.35436677064698, 47.4120865709833], ""type"": ""Point""}";Tour 301;2016-03-02;47.4120865709833, 9.35436677064698
"{""coordinates"": [9.35308735687062, 47.4123547919008], ""type"": ""Point""}";Tour 301;2016-03-02;47.4123547919008, 9.35308735687062
"{""coordinates"": [9.35857783905135, 47.4146038242938], ""type"": ""Point""}";Tour 301;2016-03-02;47.4146038242938, 9.35857783905135
"{""coordinates"": [9.36330657382646, 47.4166047523382], ""type"": ""Point""}";Tour 301;2016-03-02;47.4166047523382, 9.36330657382646
"{""coordinates"": [9.35998868107728, 47.4150021323563], ""type"": ""Point""}";Tour 301;2016-03-02;47.4150021323563, 9.35998868107728
"{""coordinates"": [9.35070689622802, 47.4124433048036], ""type"": ""Point""}";Tour 301;2016-03-02;47.4124433048036, 9.35070689622802
"{""coordinates"": [9.34999342858751, 47.4122086115008], ""type"": ""Point""}";Tour 301;2016-03-02;47.4122086115008, 9.34999342858751
"{""coordinates"": [9.34924777443695, 47.4120074458127], ""type"": ""Point""}";Tour 301;2016-03-02;47.4120074458127, 9.34924777443695
"{""coordinates"": [9.33871876232141, 47.407845998278], ""type"": ""Point""}";Tour 301;2016-03-02;47.407845998278, 9.33871876232141
"{""coordinates"": [9.34057619217492, 47.409549201104], ""type"": ""Point""}";Tour 301;2016-03-02;47.409549201104, 9.34057619217492
"{""coordinates"": [9.34051584246848, 47.4050927105601], ""type"": ""Point""}";Tour 301;2016-03-02;47.4050927105601, 9.34051584246848
"{""coordinates"": [9.34007864237302, 47.4045254233197], ""type"": ""Point""}";Tour 301;2016-03-02;47.4045254233197, 9.34007864237302
"{""coordinates"": [9.33997135400602, 47.4043108465857], ""type"": ""Point""}";Tour 301;2016-03-02;47.4043108465857, 9.33997135400602
"{""coordinates"": [9.34336300750749, 47.4085192327809], ""type"": ""Point""}";Tour 301;2016-03-02;47.4085192327809, 9.34336300750749
"{""coordinates"": [9.33738436325694, 47.4071057085458], ""type"": ""Point""}";Tour 301;2016-03-02;47.4071057085458, 9.33738436325694
"{""coordinates"": [9.33919217224076, 47.4061307255108], ""type"": ""Point""}";Tour 301;2016-03-02;47.4061307255108, 9.33919217224076
"{""coordinates"": [9.33881666295628, 47.4066913072283], ""type"": ""Point""}";Tour 301;2016-03-02;47.4066913072283, 9.33881666295628
"{""coordinates"": [9.33836471071032, 47.407017195643], ""type"": ""Point""}";Tour 301;2016-03-02;47.407017195643, 9.33836471071032
"{""coordinates"": [9.33816354502221, 47.4071834926119], ""type"": ""Point""}";Tour 301;2016-03-02;47.4071834926119, 9.33816354502221
"{""coordinates"": [9.34223916186329, 47.4088545089277], ""type"": ""Point""}";Tour 301;2016-03-02;47.4088545089277, 9.34223916186329
"{""coordinates"": [9.33422069753533, 47.4078231995], ""type"": ""Point""}";Tour 301;2016-03-02;47.4078231995, 9.33422069753533
"{""coordinates"": [9.33298822241952, 47.4075026755037], ""type"": ""Point""}";Tour 301;2016-03-02;47.4075026755037, 9.33298822241952
"{""coordinates"": [9.32520981581268, 47.4061065856282], ""type"": ""Point""}";Tour 301;2016-03-02;47.4061065856282, 9.32520981581268
"{""coordinates"": [9.33585148071359, 47.4048513117344], ""type"": ""Point""}";Tour 301;2016-03-02;47.4048513117344, 9.33585148071359
"{""coordinates"": [9.33595340466221, 47.4052241388097], ""type"": ""Point""}";Tour 301;2016-03-02;47.4052241388097, 9.33595340466221
"{""coordinates"": [9.33850418558742, 47.404745364472], ""type"": ""Point""}";Tour 301;2016-03-02;47.404745364472, 9.33850418558742
"{""coordinates"": [9.33682646374859, 47.4012866557411], ""type"": ""Point""}";Tour 301;2016-03-02;47.4012866557411, 9.33682646374859
"{""coordinates"": [9.33398332202336, 47.4038039090516], ""type"": ""Point""}";Tour 301;2016-03-02;47.4038039090516, 9.33398332202336
"{""coordinates"": [9.33331276972967, 47.4052858296207], ""type"": ""Point""}";Tour 301;2016-03-02;47.4052858296207, 9.33331276972967
"{""coordinates"": [9.33207761240467, 47.405236208751], ""type"": ""Point""}";Tour 301;2016-03-02;47.405236208751, 9.33207761240467
"{""coordinates"": [9.33165784666883, 47.4051664713124], ""type"": ""Point""}";Tour 301;2016-03-02;47.4051664713124, 9.33165784666883
"{""coordinates"": [9.32890858226469, 47.4025727750404], ""type"": ""Point""}";Tour 301;2016-03-02;47.4025727750404, 9.32890858226469
"{""coordinates"": [9.32998146593459, 47.4031293334442], ""type"": ""Point""}";Tour 301;2016-03-02;47.4031293334442, 9.32998146593459
"{""coordinates"": [9.33025236906124, 47.4027283431726], ""type"": ""Point""}";Tour 301;2016-03-02;47.4027283431726, 9.33025236906124
"{""coordinates"": [9.33447818961611, 47.4069179539036], ""type"": ""Point""}";Tour 301;2016-03-02;47.4069179539036, 9.33447818961611
"{""coordinates"": [9.33218087745792, 47.4067382458888], ""type"": ""Point""}";Tour 301;2016-03-02;47.4067382458888, 9.33218087745792
"{""coordinates"": [9.32985137878961, 47.4060864690594], ""type"": ""Point""}";Tour 301;2016-03-02;47.4060864690594, 9.32985137878961
"{""coordinates"": [9.32931493695466, 47.4058826211621], ""type"": ""Point""}";Tour 301;2016-03-02;47.4058826211621, 9.32931493695466
"{""coordinates"": [9.32904403382801, 47.4057270530299], ""type"": ""Point""}";Tour 301;2016-03-02;47.4057270530299, 9.32904403382801
"{""coordinates"": [9.32804088759667, 47.4043926539655], ""type"": ""Point""}";Tour 301;2016-03-02;47.4043926539655, 9.32804088759667
"{""coordinates"": [9.32597826874127, 47.4039058330003], ""type"": ""Point""}";Tour 301;2016-03-02;47.4039058330003, 9.32597826874127
"{""coordinates"": [9.32549815329898, 47.4031695665818], ""type"": ""Point""}";Tour 301;2016-03-02;47.4031695665818, 9.32549815329898
"{""coordinates"": [9.32662065783862, 47.4029979051946], ""type"": ""Point""}";Tour 301;2016-03-02;47.4029979051946, 9.32662065783862
"{""coordinates"": [9.32938065107945, 47.4052227977051], ""type"": ""Point""}";Tour 301;2016-03-02;47.4052227977051, 9.32938065107945
"{""coordinates"": [9.33033551754568, 47.405596965885], ""type"": ""Point""}";Tour 301;2016-03-02;47.405596965885, 9.33033551754568
"{""coordinates"": [9.33290641503967, 47.4063587132906], ""type"": ""Point""}";Tour 301;2016-03-02;47.4063587132906, 9.33290641503967
"{""coordinates"": [9.33208834124139, 47.4062460605053], ""type"": ""Point""}";Tour 301;2016-03-02;47.4062460605053, 9.33208834124139
"{""coordinates"": [9.33171819637525, 47.4063385967218], ""type"": ""Point""}";Tour 301;2016-03-02;47.4063385967218, 9.33171819637525
"{""coordinates"": [9.37948431846405, 47.4227429880347], ""type"": ""Point""}";Tour 302;2016-03-09;47.4227429880347, 9.37948431846405
"{""coordinates"": [9.38323807020413, 47.4244180276643], ""type"": ""Point""}";Tour 302;2016-03-09;47.4244180276643, 9.38323807020413
"{""coordinates"": [9.38608255303399, 47.4247103884643], ""type"": ""Point""}";Tour 302;2016-03-09;47.4247103884643, 9.38608255303399
"{""coordinates"": [9.38863601616836, 47.4250282302516], ""type"": ""Point""}";Tour 302;2016-03-09;47.4250282302516, 9.38863601616836
"{""coordinates"": [9.38360419175649, 47.4229830457558], ""type"": ""Point""}";Tour 302;2016-03-09;47.4229830457558, 9.38360419175649
"{""coordinates"": [9.3839448323217, 47.4237783207761], ""type"": ""Point""}";Tour 302;2016-03-09;47.4237783207761, 9.3839448323217
"{""coordinates"": [9.38363101384826, 47.4236938311871], ""type"": ""Point""}";Tour 302;2016-03-09;47.4236938311871, 9.38363101384826
"{""coordinates"": [9.38253667250495, 47.4234028114917], ""type"": ""Point""}";Tour 302;2016-03-09;47.4234028114917, 9.38253667250495
"{""coordinates"": [9.38170921097452, 47.4231399549925], ""type"": ""Point""}";Tour 302;2016-03-09;47.4231399549925, 9.38170921097452
"{""coordinates"": [9.38051294568257, 47.4225632800199], ""type"": ""Point""}";Tour 302;2016-03-09;47.4225632800199, 9.38051294568257
"{""coordinates"": [9.3789599465704, 47.4202471923975], ""type"": ""Point""}";Tour 302;2016-03-09;47.4202471923975, 9.3789599465704
